price,year,day,day_of_week,month
0.008383,2021,25,Monday,01
0.008255,2021,26,Tuesday,01
0.007482,2021,27,Wednesday,01
0.034084,2021,28,Thursday,01
0.047162,2021,29,Friday,01
0.028176,2021,30,Saturday,01
0.037196,2021,31,Sunday,01
0.034875,2021,01,Monday,02
0.03152,2021,02,Tuesday,02
0.03712,2021,03,Wednesday,02
0.053289,2021,04,Thursday,02
0.046935,2021,05,Friday,02
0.057595,2021,06,Saturday,02
0.078782,2021,07,Sunday,02
0.078825,2021,08,Monday,02
0.07007,2021,09,Tuesday,02
0.072896,2021,10,Wednesday,02
0.069676,2021,11,Thursday,02
0.070069,2021,12,Friday,02
0.06645,2021,13,Saturday,02
0.062537,2021,14,Sunday,02
0.056591,2021,15,Monday,02
0.05352,2021,16,Tuesday,02
0.049376,2021,17,Wednesday,02
0.059541,2021,18,Thursday,02
0.055139,2021,19,Friday,02
0.054384,2021,20,Saturday,02
0.05598,2021,21,Sunday,02
0.053725,2021,22,Monday,02
0.047392,2021,23,Tuesday,02
0.056555,2021,24,Wednesday,02
0.050167,2021,25,Thursday,02
0.05048,2021,26,Friday,02
0.050083,2021,27,Saturday,02
0.048052,2021,28,Sunday,02
0.050599,2021,01,Monday,03
0.050262,2021,02,Tuesday,03
0.050592,2021,03,Wednesday,03
0.050048,2021,04,Thursday,03
0.049609,2021,05,Friday,03
0.050984,2021,06,Saturday,03
0.052122,2021,07,Sunday,03
0.061949,2021,08,Monday,03
0.057998,2021,09,Tuesday,03
0.056004,2021,10,Wednesday,03
0.055918,2021,11,Thursday,03
0.055349,2021,12,Friday,03
0.062432,2021,13,Saturday,03
0.058592,2021,14,Sunday,03
0.057088,2021,15,Monday,03
0.058607,2021,16,Tuesday,03
0.057653,2021,17,Wednesday,03
0.057383,2021,18,Thursday,03
0.058328,2021,19,Friday,03
0.058961,2021,20,Saturday,03
0.057234,2021,21,Sunday,03
0.054962,2021,22,Monday,03
0.053556,2021,23,Tuesday,03
0.051702,2021,24,Wednesday,03
0.051448,2021,25,Thursday,03
0.053952,2021,26,Friday,03
0.054377,2021,27,Saturday,03
0.053698,2021,28,Sunday,03
0.054052,2021,29,Monday,03
0.0539,2021,30,Tuesday,03
0.053657,2021,31,Wednesday,03
0.061986,2021,01,Thursday,04
0.057664,2021,02,Friday,04
0.055804,2021,03,Saturday,04
0.057404,2021,04,Sunday,04
0.059696,2021,05,Monday,04
0.064458,2021,06,Tuesday,04
0.059028,2021,07,Wednesday,04
0.061464,2021,08,Thursday,04
0.061684,2021,09,Friday,04
0.063845,2021,10,Saturday,04
0.074649,2021,11,Sunday,04
0.070767,2021,12,Monday,04
0.093445,2021,13,Tuesday,04
0.121517,2021,14,Wednesday,04
0.182207,2021,15,Thursday,04
0.36587,2021,16,Friday,04
0.284173,2021,17,Saturday,04
0.320475,2021,18,Sunday,04
0.407318,2021,19,Monday,04
0.3195,2021,20,Tuesday,04
0.306925,2021,21,Wednesday,04
0.260967,2021,22,Thursday,04
0.248509,2021,23,Friday,04
0.270212,2021,24,Saturday,04
0.251111,2021,25,Sunday,04
0.270674,2021,26,Monday,04
0.272188,2021,27,Tuesday,04
0.323682,2021,28,Wednesday,04
0.305169,2021,29,Thursday,04
0.337561,2021,30,Friday,04
0.392987,2021,01,Saturday,05
0.376046,2021,02,Sunday,05
0.441707,2021,03,Monday,05
0.541334,2021,04,Tuesday,05
0.657633,2021,05,Wednesday,05
0.580804,2021,06,Thursday,05
0.684777,2021,07,Friday,05
0.636439,2021,08,Saturday,05
0.57007,2021,09,Sunday,05
0.449964,2021,10,Monday,05
0.495231,2021,11,Tuesday,05
0.385376,2021,12,Wednesday,05
0.490374,2021,13,Thursday,05
0.559604,2021,14,Friday,05
0.507972,2021,15,Saturday,05
0.514895,2021,16,Sunday,05
0.487892,2021,17,Monday,05
0.476115,2021,18,Tuesday,05
0.333123,2021,19,Wednesday,05
0.400194,2021,20,Thursday,05
0.359382,2021,21,Friday,05
0.342371,2021,22,Saturday,05
0.308071,2021,23,Sunday,05
0.366162,2021,24,Monday,05
0.346302,2021,25,Tuesday,05
0.353693,2021,26,Wednesday,05
0.332945,2021,27,Thursday,05
0.311205,2021,28,Friday,05
0.30311,2021,29,Saturday,05
0.302224,2021,30,Sunday,05
0.32581,2021,31,Monday,05
0.370077,2021,01,Tuesday,06
0.423374,2021,02,Wednesday,06
0.399963,2021,03,Thursday,06
0.376323,2021,04,Friday,06
0.372177,2021,05,Saturday,06
0.371807,2021,06,Sunday,06
0.33105,2021,07,Monday,06
0.327687,2021,08,Tuesday,06
0.343331,2021,09,Wednesday,06
0.326351,2021,10,Thursday,06
0.319359,2021,11,Friday,06
0.312084,2021,12,Saturday,06
0.324382,2021,13,Sunday,06
0.332085,2021,14,Monday,06
0.328381,2021,15,Tuesday,06
0.307761,2021,16,Wednesday,06
0.306496,2021,17,Thursday,06
0.293472,2021,18,Friday,06
0.287356,2021,19,Saturday,06
0.2809,2021,20,Sunday,06
0.178691,2021,21,Monday,06
0.191031,2021,22,Tuesday,06
0.232174,2021,23,Wednesday,06
0.262782,2021,24,Thursday,06
0.239153,2021,25,Friday,06
0.244784,2021,26,Saturday,06
0.26445,2021,27,Sunday,06
0.256857,2021,28,Monday,06
0.262769,2021,29,Tuesday,06
0.254215,2021,30,Wednesday,06
0.244549,2021,01,Thursday,07
0.245264,2021,02,Friday,07
0.246411,2021,03,Saturday,07
0.246483,2021,04,Sunday,07
0.231614,2021,05,Monday,07
0.234422,2021,06,Tuesday,07
0.224126,2021,07,Wednesday,07
0.207597,2021,08,Thursday,07
0.219864,2021,09,Friday,07
0.21392,2021,10,Saturday,07
0.215856,2021,11,Sunday,07
0.208048,2021,12,Monday,07
0.200003,2021,13,Tuesday,07
0.197324,2021,14,Wednesday,07
0.184888,2021,15,Thursday,07
0.172345,2021,16,Friday,07
0.186125,2021,17,Saturday,07
0.182233,2021,18,Sunday,07
0.173556,2021,19,Monday,07
0.170801,2021,20,Tuesday,07
0.190349,2021,21,Wednesday,07
0.191303,2021,22,Thursday,07
0.194764,2021,23,Friday,07
0.197319,2021,24,Saturday,07
0.197864,2021,25,Sunday,07
0.204419,2021,26,Monday,07
0.205899,2021,27,Tuesday,07
0.205392,2021,28,Wednesday,07
0.204619,2021,29,Thursday,07
0.208821,2021,30,Friday,07
0.208314,2021,31,Saturday,07
0.204437,2021,01,Sunday,08
0.2036,2021,02,Monday,08
0.195967,2021,03,Tuesday,08
0.20149,2021,04,Wednesday,08
0.200974,2021,05,Thursday,08
0.204688,2021,06,Friday,08
0.260341,2021,07,Saturday,08
0.240045,2021,08,Sunday,08
0.256897,2021,09,Monday,08
0.257325,2021,10,Tuesday,08
0.265263,2021,11,Wednesday,08
0.263921,2021,12,Thursday,08
0.286808,2021,13,Friday,08
0.293113,2021,14,Saturday,08
0.341441,2021,15,Sunday,08
0.320715,2021,16,Monday,08
0.299442,2021,17,Tuesday,08
0.303739,2021,18,Wednesday,08
0.317144,2021,19,Thursday,08
0.327491,2021,20,Friday,08
0.316797,2021,21,Saturday,08
0.314963,2021,22,Sunday,08
0.317914,2021,23,Monday,08
0.288739,2021,24,Tuesday,08
0.292226,2021,25,Wednesday,08
0.268909,2021,26,Thursday,08
0.294433,2021,27,Friday,08
0.285629,2021,28,Saturday,08
0.281125,2021,29,Sunday,08
0.272125,2021,30,Monday,08
0.278453,2021,31,Tuesday,08
0.294401,2021,01,Wednesday,09
0.295955,2021,02,Thursday,09
0.296273,2021,03,Friday,09
0.299388,2021,04,Saturday,09
0.314527,2021,05,Sunday,09
0.308765,2021,06,Monday,09
0.253744,2021,07,Tuesday,09
0.257113,2021,08,Wednesday,09
0.252596,2021,09,Thursday,09
0.239982,2021,10,Friday,09
0.241432,2021,11,Saturday,09
0.250617,2021,12,Sunday,09
0.235906,2021,13,Monday,09
0.240709,2021,14,Tuesday,09
0.247697,2021,15,Wednesday,09
0.242555,2021,16,Thursday,09
0.23993,2021,17,Friday,09
0.241386,2021,18,Saturday,09
0.233142,2021,19,Sunday,09
0.207071,2021,20,Monday,09
0.201027,2021,21,Tuesday,09
0.224858,2021,22,Wednesday,09
0.224832,2021,23,Thursday,09
0.209451,2021,24,Friday,09
0.20864,2021,25,Saturday,09
0.204962,2021,26,Sunday,09
0.200262,2021,27,Monday,09
0.196804,2021,28,Tuesday,09
0.198876,2021,29,Wednesday,09
0.204244,2021,30,Thursday,09
0.22301,2021,01,Friday,10
0.219133,2021,02,Saturday,10
0.221748,2021,03,Sunday,10
0.240852,2021,04,Monday,10
0.252016,2021,05,Tuesday,10
0.255134,2021,06,Wednesday,10
0.242923,2021,07,Thursday,10
0.243851,2021,08,Friday,10
0.246596,2021,09,Saturday,10
0.229805,2021,10,Sunday,10
0.231503,2021,11,Monday,10
0.226242,2021,12,Tuesday,10
0.232572,2021,13,Wednesday,10
0.232273,2021,14,Thursday,10
0.233782,2021,15,Friday,10
0.237292,2021,16,Saturday,10
0.237898,2021,17,Sunday,10
0.247281,2021,18,Monday,10
0.245788,2021,19,Tuesday,10
0.254093,2021,20,Wednesday,10
0.242391,2021,21,Thursday,10
0.244221,2021,22,Friday,10
0.251733,2021,23,Saturday,10
0.277048,2021,24,Sunday,10
0.264707,2021,25,Monday,10
0.255732,2021,26,Tuesday,10
0.23769,2021,27,Wednesday,10
0.300447,2021,28,Thursday,10
0.287853,2021,29,Friday,10
0.268345,2021,30,Saturday,10
0.280244,2021,31,Sunday,10
0.271728,2021,01,Monday,11
0.273121,2021,02,Tuesday,11
0.269407,2021,03,Wednesday,11
0.26328,2021,04,Thursday,11
0.261465,2021,05,Friday,11
0.261898,2021,06,Saturday,11
0.266315,2021,07,Sunday,11
0.282359,2021,08,Monday,11
0.273526,2021,09,Tuesday,11
0.255709,2021,10,Wednesday,11
0.261167,2021,11,Thursday,11
0.259414,2021,12,Friday,11
0.261706,2021,13,Saturday,11
0.262912,2021,14,Sunday,11
0.256529,2021,15,Monday,11
0.237249,2021,16,Tuesday,11
0.237487,2021,17,Wednesday,11
0.221383,2021,18,Thursday,11
0.23311,2021,19,Friday,11
0.233024,2021,20,Saturday,11
0.226328,2021,21,Sunday,11
0.219676,2021,22,Monday,11
0.226512,2021,23,Tuesday,11
0.221825,2021,24,Wednesday,11
0.216326,2021,25,Thursday,11
0.200887,2021,26,Friday,11
0.205347,2021,27,Saturday,11
0.207472,2021,28,Sunday,11
0.215175,2021,29,Monday,11
0.214715,2021,30,Tuesday,11
0.209487,2021,01,Wednesday,12
0.209726,2021,02,Thursday,12
0.199993,2021,03,Friday,12
0.178853,2021,04,Saturday,12
0.171255,2021,05,Sunday,12
0.1784,2021,06,Monday,12
0.176805,2021,07,Tuesday,12
0.179151,2021,08,Wednesday,12
0.169484,2021,09,Thursday,12
0.164422,2021,10,Friday,12
0.169019,2021,11,Saturday,12
0.169891,2021,12,Sunday,12
0.157565,2021,13,Monday,12
0.180157,2021,14,Tuesday,12
0.181082,2021,15,Wednesday,12
0.173454,2021,16,Thursday,12
0.16901,2021,17,Friday,12
0.1724,2021,18,Saturday,12
0.169576,2021,19,Sunday,12
0.167322,2021,20,Monday,12
0.171175,2021,21,Tuesday,12
0.173214,2021,22,Wednesday,12
0.18449,2021,23,Thursday,12
0.186622,2021,24,Friday,12
0.190657,2021,25,Saturday,12
0.19002,2021,26,Sunday,12
0.187705,2021,27,Monday,12
0.174117,2021,28,Tuesday,12
0.167765,2021,29,Wednesday,12
0.171313,2021,30,Thursday,12
0.170496,2021,31,Friday,12
0.173035,2022,01,Saturday,01
0.174403,2022,02,Sunday,01
0.170088,2022,03,Monday,01
0.168803,2022,04,Tuesday,01
0.15942,2022,05,Wednesday,01
0.160213,2022,06,Thursday,01
0.155023,2022,07,Friday,01
0.151954,2022,08,Saturday,01
0.151065,2022,09,Sunday,01
0.143359,2022,10,Monday,01
0.153399,2022,11,Tuesday,01
0.161652,2022,12,Wednesday,01
0.172043,2022,13,Thursday,01
0.183549,2022,14,Friday,01
0.185103,2022,15,Saturday,01
0.177176,2022,16,Sunday,01
0.171145,2022,17,Monday,01
0.165485,2022,18,Tuesday,01
0.162356,2022,19,Wednesday,01
0.155204,2022,20,Thursday,01
0.14264,2022,21,Friday,01
0.132892,2022,22,Saturday,01
0.141863,2022,23,Sunday,01
0.137798,2022,24,Monday,01
0.143049,2022,25,Tuesday,01
0.143789,2022,26,Wednesday,01
0.141247,2022,27,Thursday,01
0.141656,2022,28,Friday,01
0.143056,2022,29,Saturday,01
0.139471,2022,30,Sunday,01
0.141805,2022,31,Monday,01
0.142631,2022,01,Tuesday,02
0.137235,2022,02,Wednesday,02
0.137541,2022,03,Thursday,02
0.147503,2022,04,Friday,02
0.147141,2022,05,Saturday,02
0.15377,2022,06,Sunday,02
0.165578,2022,07,Monday,02
0.158405,2022,08,Tuesday,02
0.159123,2022,09,Wednesday,02
0.151889,2022,10,Thursday,02
0.144847,2022,11,Friday,02
0.144405,2022,12,Saturday,02
0.148948,2022,13,Sunday,02
0.146003,2022,14,Monday,02
0.151761,2022,15,Tuesday,02
0.149095,2022,16,Wednesday,02
0.138552,2022,17,Thursday,02
0.138768,2022,18,Friday,02
0.141206,2022,19,Saturday,02
0.136868,2022,20,Sunday,02
0.12849,2022,21,Monday,02
0.131553,2022,22,Tuesday,02
0.127846,2022,23,Wednesday,02
0.123813,2022,24,Thursday,02
0.127576,2022,25,Friday,02
0.127647,2022,26,Saturday,02
0.123111,2022,27,Sunday,02
0.133156,2022,28,Monday,02
0.133938,2022,01,Tuesday,03
0.13299,2022,02,Wednesday,03
0.12961,2022,03,Thursday,03
0.122591,2022,04,Friday,03
0.124996,2022,05,Saturday,03
0.120766,2022,06,Sunday,03
0.117105,2022,07,Monday,03
0.117029,2022,08,Tuesday,03
0.121588,2022,09,Wednesday,03
0.116885,2022,10,Thursday,03
0.115602,2022,11,Friday,03
0.115136,2022,12,Saturday,03
0.111608,2022,13,Sunday,03
0.114048,2022,14,Monday,03
0.112784,2022,15,Tuesday,03
0.116908,2022,16,Wednesday,03
0.116502,2022,17,Thursday,03
0.119306,2022,18,Friday,03
0.123569,2022,19,Saturday,03
0.119154,2022,20,Sunday,03
0.119339,2022,21,Monday,03
0.122481,2022,22,Tuesday,03
0.129727,2022,23,Wednesday,03
0.13655,2022,24,Thursday,03
0.131013,2022,25,Friday,03
0.135868,2022,26,Saturday,03
0.144732,2022,27,Sunday,03
0.142657,2022,28,Monday,03
0.14447,2022,29,Tuesday,03
0.14321,2022,30,Wednesday,03
0.137826,2022,31,Thursday,03
0.141315,2022,01,Friday,04
0.138913,2022,02,Saturday,04
0.146453,2022,03,Sunday,04
0.148591,2022,04,Monday,04
0.172907,2022,05,Tuesday,04
0.143417,2022,06,Wednesday,04
0.146102,2022,07,Thursday,04
0.142549,2022,08,Friday,04
0.144303,2022,09,Saturday,04
0.149535,2022,10,Sunday,04
0.134654,2022,11,Monday,04
0.138076,2022,12,Tuesday,04
0.14008,2022,13,Wednesday,04
0.14392,2022,14,Thursday,04
0.146026,2022,15,Friday,04
0.143712,2022,16,Saturday,04
0.139459,2022,17,Sunday,04
0.140286,2022,18,Monday,04
0.142665,2022,19,Tuesday,04
0.140878,2022,20,Wednesday,04
0.136365,2022,21,Thursday,04
0.136395,2022,22,Friday,04
0.134241,2022,23,Saturday,04
0.131947,2022,24,Sunday,04
0.157959,2022,25,Monday,04
0.137767,2022,26,Tuesday,04
0.1397,2022,27,Wednesday,04
0.137363,2022,28,Thursday,04
0.135027,2022,29,Friday,04
0.127557,2022,30,Saturday,04
0.132773,2022,01,Sunday,05
0.130938,2022,02,Monday,05
0.12952,2022,03,Tuesday,05
0.135809,2022,04,Wednesday,05
0.12843,2022,05,Thursday,05
0.127901,2022,06,Friday,05
0.127532,2022,07,Saturday,05
0.124207,2022,08,Sunday,05
0.104824,2022,09,Monday,05
0.108477,2022,10,Tuesday,05
0.084581,2022,11,Wednesday,05
0.082671,2022,12,Thursday,05
0.088331,2022,13,Friday,05
0.089796,2022,14,Saturday,05
0.092843,2022,15,Sunday,05
0.087841,2022,16,Monday,05
0.090213,2022,17,Tuesday,05
0.083649,2022,18,Wednesday,05
0.086723,2022,19,Thursday,05
0.083977,2022,20,Friday,05
0.084463,2022,21,Saturday,05
0.086105,2022,22,Sunday,05
0.083253,2022,23,Monday,05
0.083637,2022,24,Tuesday,05
0.082985,2022,25,Wednesday,05
0.078252,2022,26,Thursday,05
0.081335,2022,27,Friday,05
0.081839,2022,28,Saturday,05
0.082686,2022,29,Sunday,05
0.087871,2022,30,Monday,05
0.085865,2022,31,Tuesday,05
0.081056,2022,01,Wednesday,06
0.082772,2022,02,Thursday,06
0.080442,2022,03,Friday,06
0.081777,2022,04,Saturday,06
0.081229,2022,05,Sunday,06
0.08253,2022,06,Monday,06
0.080513,2022,07,Tuesday,06
0.079439,2022,08,Wednesday,06
0.079336,2022,09,Thursday,06
0.075454,2022,10,Friday,06
0.069895,2022,11,Saturday,06
0.064336,2022,12,Sunday,06
0.053921,2022,13,Monday,06
0.055592,2022,14,Tuesday,06
0.063,2022,15,Wednesday,06
0.055029,2022,16,Thursday,06
0.056995,2022,17,Friday,06
0.053012,2022,18,Saturday,06
0.060396,2022,19,Sunday,06
0.060177,2022,20,Monday,06
0.065571,2022,21,Tuesday,06
0.061711,2022,22,Wednesday,06
0.064032,2022,23,Thursday,06
0.067124,2022,24,Friday,06
0.068503,2022,25,Saturday,06
0.073177,2022,26,Sunday,06
0.072239,2022,27,Monday,06
0.065957,2022,28,Tuesday,06
0.069468,2022,29,Wednesday,06
0.066086,2022,30,Thursday,06
0.066175,2022,01,Friday,07
0.066698,2022,02,Saturday,07
0.067179,2022,03,Sunday,07
0.069472,2022,04,Monday,07
0.067155,2022,05,Tuesday,07
0.068583,2022,06,Wednesday,07
0.070621,2022,07,Thursday,07
0.069257,2022,08,Friday,07
0.069512,2022,09,Saturday,07
0.067263,2022,10,Sunday,07
0.061847,2022,11,Monday,07
0.060087,2022,12,Tuesday,07
0.061953,2022,13,Wednesday,07
0.062394,2022,14,Thursday,07
0.063042,2022,15,Friday,07
0.06428,2022,16,Saturday,07
0.063107,2022,17,Sunday,07
0.067715,2022,18,Monday,07
0.069013,2022,19,Tuesday,07
0.07012,2022,20,Wednesday,07
0.06996,2022,21,Thursday,07
0.067563,2022,22,Friday,07
0.068124,2022,23,Saturday,07
0.067724,2022,24,Sunday,07
0.062306,2022,25,Monday,07
0.062512,2022,26,Tuesday,07
0.067021,2022,27,Wednesday,07
0.069108,2022,28,Thursday,07
0.068909,2022,29,Friday,07
0.069644,2022,30,Saturday,07
0.068272,2022,31,Sunday,07
0.068725,2022,01,Monday,08
0.066694,2022,02,Tuesday,08
0.066195,2022,03,Wednesday,08
0.067357,2022,04,Thursday,08
0.069765,2022,05,Friday,08
0.068674,2022,06,Saturday,08
0.06894,2022,07,Sunday,08
0.070055,2022,08,Monday,08
0.069125,2022,09,Tuesday,08
0.071195,2022,10,Wednesday,08
0.07093,2022,11,Thursday,08
0.072345,2022,12,Friday,08
0.07284,2022,13,Saturday,08
0.081687,2022,14,Sunday,08
0.07672,2022,15,Monday,08
0.086964,2022,16,Tuesday,08
0.080154,2022,17,Wednesday,08
0.075079,2022,18,Thursday,08
0.067939,2022,19,Friday,08
0.06954,2022,20,Saturday,08
0.069448,2022,21,Sunday,08
0.068391,2022,22,Monday,08
0.06877,2022,23,Tuesday,08
0.06799,2022,24,Wednesday,08
0.069094,2022,25,Thursday,08
0.063572,2022,26,Friday,08
0.063587,2022,27,Saturday,08
0.061786,2022,28,Sunday,08
0.063887,2022,29,Monday,08
0.061525,2022,30,Tuesday,08
0.06133,2022,31,Wednesday,08
0.062372,2022,01,Thursday,09
0.061635,2022,02,Friday,09
null,2022,03,Saturday,09
0.062696,2022,04,Sunday,09
